1,"-22.53328017307219, -47.38590268161084","-22.53604198520155, -47.386423074487375","-22.53698938520111, -47.38488837448735","-22.542558985198273, -47.385696174487215","-22.547590985195686, -47.38880700332266","-22.54674551159577, -47.391173903322766","-22.548212393889152, -47.39348163215836","-22.552297201995025, -47.39707680332256","-22.554803301633726, -47.39955423215809","-22.55952329307102, -47.39846780332245","-22.566297892580657, -47.39833163215782","-22.565688892624827, -47.40228563215787","-22.56916689237313, -47.405561903322315","-22.570487592277498, -47.40700267448648","-22.579399588682886, -47.40891476739661","-22.577216198401096, -47.40820147448643","-22.579273485179314, -47.40568687448635","-22.579544091621806, -47.40320283215757","-22.581771291460523, -47.403227074486175","-22.583278191351408, -47.40353720332189","-22.584229685176794, -47.405795374486175","-22.587429996926897, -47.40572740332172","-22.58987159657442, -47.40632110332173","-22.593116685172188, -47.406684574486114","-22.58886738517431, -47.40417436099302","-22.588840990948462, -47.40205660332182","-22.59027489084452, -47.39983470332168","-22.592100990712343, -47.39925007448602","-22.593275290627226, -47.398593603321686","-22.59638629040177, -47.39909017448594","-22.59844279025281, -47.400013503321524","-22.60184569484521, -47.4001614033214","-22.600688995012323, -47.397913674485906","-22.600068285168604, -47.39512946099261","-22.59837669534632, -47.39031143215713",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"-22.561879592900464, -47.45247967448683","-22.562986792820347, -47.4522611033223","-22.56443519271557, -47.451979903322375","-22.564856600184054, -47.45110670332237","-22.565647785186368, -47.448101303322304","-22.566637892556166, -47.445343703322315","-22.56616718518608, -47.44438520332231","-22.565975400022722, -47.44293090332227","-22.566947392533713, -47.44050580332235","-22.565706792623555, -47.438819774486696","-22.56135219293868, -47.43596460332241","-22.559652985189377, -47.434866432158046","-22.55868668518993, -47.43256370332248","-22.558193493167177, -47.4304488033225","-22.55879329312382, -47.42786330332251","-22.559195693094676, -47.42292690332245","-22.55883879312053, -47.420099574486834","-22.560767877397538, -47.415556603322514","-22.56083320076433, -47.41398570332238","-22.558286193160466, -47.41276403215805","-22.558893852111993, -47.409723540401544","-22.559042470927174, -47.407212992734515","-22.559160496297423, -47.40476180088587","-22.560703178657725, -47.403550495433414","-22.563621992774422, -47.399957103322414","-22.566290317419604, -47.39832034409341","-22.56928835262584, -47.399125149735504","-22.570712143928304, -47.39865066910008","-22.572191151633383, -47.39729234040148","-22.57453949878734, -47.39495357448645","-22.571918592173912, -47.39111080332219","-22.57153059220197, -47.38844530332212","-22.57165399219301, -47.387213403322114","-22.573427992064683, -47.380971774486504","-22.573992492023823, -47.37981750332204","-22.574945491954786, -47.37948470332201","-22.576298885180876, -47.37602420332208","-22.574930898730887, -47.37479437448649","-22.572241392150588, -47.37519190332206","-22.570468292278985, -47.37554263215787","-22.5684008924285, -47.376408503322175","-22.56793249246238, -47.37190913215796","-22.567277092509862, -47.37037810332228","-22.56625049258418, -47.368280903322216","-22.56493565766664, -47.3677051956512",,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"-22.599171990199988, -47.41778270332159","-22.60995938516359, -47.41217597448571","-22.6115852893001, -47.41166363215678","-22.611106285162947, -47.409585403321216","-22.610663385163132, -47.406992232156846","-22.61126838932307, -47.406088974485726","-22.612282989249458, -47.407804803321156","-22.611336689318073, -47.40827583215679","-22.60733752852325, -47.40847386298552","-22.606694389654653, -47.40878230332144","-22.602332889970846, -47.41155850332138","-22.603338489897947, -47.40846170332155","-22.60076279008461, -47.40883350332156","-22.597204495515605, -47.40866347448603","-22.59724849033937, -47.40811050332153","-22.5989787801252, -47.40690543215708","-22.60078279008317, -47.40674770332144","-22.60188378516769, -47.40656437448583","-22.605441785165844, -47.40626990332141","-22.60619458516548, -47.40439610332139","-22.606825689645113, -47.40302867448577","-22.603426785166846, -47.40246227448579","-22.60149798516784, -47.40157247448578","-22.599878885168806, -47.4011629033216","-22.5979069851698, -47.40077117448586","-22.59589189043761, -47.4005689033216","-22.59110149078476, -47.39725080332161","-22.58727999106152, -47.39953767448615","-22.582893891379225, -47.402054332157526","-22.579601291617713, -47.401546203322","-22.576717785180623, -47.401045932157686","-22.575009098719512, -47.40061680332211","-22.574406285181855, -47.40258270332206","-22.573869092032737, -47.4051828033221","-22.573618999054435, -47.40686810464885","-22.57358168518226, -47.40847450332211","-22.570976092242145, -47.4084298033222","-22.568225885185033, -47.40568040332218","-22.565688892624827, -47.402274903322265","-22.566288176080008, -47.398320146740495","-22.56928613082929, -47.39912706120205","-22.570706800954838, -47.39864514692271","-22.572196092153852, -47.39729100332219","-22.57452959198493, -47.39496430332206","-22.577110591798053, -47.391492903322","-22.57820588517993, -47.390213803321984","-22.57958998517915, -47.38943700332199","-22.581677491467282, -47.387753603321904","-22.581851891454654, -47.3850885033219","-22.58093879152083, -47.38505500332198","-22.580105991581153, -47.381843203322006","-22.57910819165336, -47.378105332157524","-22.578454591700698, -47.374925503322046","-22.57803779173089, -47.37357520332193","-22.577326891782402, -47.36969150332191","-22.580764291533523, -47.370062603321976","-22.58110599783981, -47.369770103321926","-22.579451891628505, -47.369030003321924","-22.576639291832148, -47.36896760332202","-22.575261491931975, -47.370789303322134","-22.57509868518149, -47.37160950332208","-22.573674685182183, -47.372357203322174","-22.57272028518264, -47.37170453215769","-22.571741699190913, -47.369813103322116","-22.571686892190634, -47.368826503322246","-22.57082679225293, -47.36775380332208","-22.567688285185262, -47.36770590332229","-22.568049199723585, -47.37011460332214","-22.56857199241618, -47.371662603322164","-22.56793249246238, -47.371898403322355","-22.56728699983351, -47.37037810332227","-22.56625049258418, -47.368280903322216","-22.564925750174016, -47.367715924486774"
104,"-22.558898585189823, -47.454381503322466","-22.557451385190586, -47.455173403322604","-22.5556840933487, -47.453278003322524","-22.554401001691733, -47.45195150332246","-22.553725793490425, -47.449152003322574","-22.55479308519194, -47.44970280332265","-22.55636619329945, -47.44878950332256","-22.55441118519204, -47.44645440332252","-22.556202693311178, -47.44573780332267","-22.55913648518971, -47.444270603322366","-22.55909119310224, -47.44308790332246","-22.560746992982445, -47.44316300332237","-22.56239369286327, -47.44260410332233","-22.56350149278313, -47.440142832157996","-22.563727885187337, -47.43709090332245","-22.563447892787032, -47.43553990332226","-22.560973492966014, -47.43109470332248","-22.561564692923287, -47.42809310332235","-22.559195693094676, -47.42292690332245","-22.558828885189858, -47.42011030332244","-22.560777785188893, -47.415567332158126","-22.56082329297694, -47.41398570332238","-22.558286193160466, -47.41275330332245","-22.558898793116207, -47.409722203322445","-22.558809621753422, -47.40698635013816","-22.559170393096505, -47.404761803322415","-22.560705291036054, -47.403551135362676","-22.563631900360736, -47.399957103322414","-22.566289648071326, -47.39831907433788","-22.56929050712737, -47.39912779517825","-22.57072108554613, -47.39864914364612","-22.572196092153852, -47.39729100332219","-22.57451968518182, -47.39496430332206","-22.578153491722553, -47.39610810332203","-22.578604391689836, -47.39351100332192","-22.580353891563195, -47.392287603321954","-22.580931791521383, -47.39070997448618","-22.58306049136721, -47.388034174486165","-22.583091885177442, -47.386573903321924","-22.587944491013392, -47.378634003321764","-22.590491990828866, -47.37667790332169","-22.589941890868662, -47.372605903321734","-22.589925790869888, -47.372382103321776","-22.586613191109823, -47.37619047448622","-22.58539828517617, -47.37910430332191","-22.585138085176307, -47.3791355744862","-22.58448799126381, -47.37710700332177","-22.58447709126458, -47.375669803321884","-22.586975896992517, -47.373279803321715","-22.587292279290434, -47.371065774486176","-22.5872742851752, -47.3693716033218",,,,,,,,,,,,,,,,,,,,,,
105,"-22.561879592900464, -47.452490403322436","-22.562986792820347, -47.4522611033223","-22.563090585187663, -47.4507549321579","-22.558561493140544, -47.44716680332255","-22.556298793304205, -47.4486354033225","-22.554421093440013, -47.44644367448692","-22.553253485192762, -47.44531270332262","-22.553974885192385, -47.44398860332256","-22.55629368519115, -47.44312230332253","-22.557597585190408, -47.441491203322485","-22.556979985190793, -47.43684100332257","-22.55868668518993, -47.43256370332248","-22.558183585190168, -47.4304488033225","-22.55879329312382, -47.42786330332251","-22.559195693094676, -47.42292690332245","-22.55883879312053, -47.42011030332244","-22.551235893670544, -47.41993350332266","-22.549753285194523, -47.4170487033226","-22.547398385195745, -47.4133589033226","-22.550707885194033, -47.40881900332268","-22.552611701949683, -47.407907903322595","-22.552946185192837, -47.40667630332263","-22.556547477096505, -47.40413670332259","-22.559170393096505, -47.404761803322415","-22.56070293758311, -47.40355027623168","-22.563621992774422, -47.39994637448682","-22.566287382443107, -47.398320282927735","-22.56365796573475, -47.39144899323183","-22.564602950054937, -47.3910010008859","-22.559324593085382, -47.38973610332249","-22.557566893212577, -47.38377500332254","-22.54620380106091, -47.38729266038398","-22.542469805090537, -47.38505622276141","-22.54028348519944, -47.387674874487324","-22.538534885200377, -47.39004687448743","-22.535230294827805, -47.39354770332295","-22.533480494954286, -47.39238230332296","-22.533309894966564, -47.38590000332308","-22.544272334755178, -47.3776899790578",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"-22.533299985202984, -47.38590000332308","-22.53604198520155, -47.38643380332297","-22.53698938520111, -47.38489910332296","-22.542558985198273, -47.38570690332282","-22.547600893933453, -47.38880700332266","-22.551153493676527, -47.392708203322734","-22.553439493511156, -47.39534830332262","-22.55634919330068, -47.3983656321581","-22.55779009319638, -47.401243603322435","-22.559472993074632, -47.402695303322425","-22.560709076028857, -47.403549937924076","-22.563621992774422, -47.399957103322414","-22.56629010226965, -47.398319885016136","-22.569287361755347, -47.39912583179907","-22.569176641890838, -47.40011956959503","-22.57072329226045, -47.40201520332213","-22.569156985184566, -47.405561903322315","-22.570487592277498, -47.40701340332208","-22.57936422188038, -47.40887299789165","-22.577206291791114, -47.40821220332203","-22.57928339164069, -47.405697603321954","-22.579544091621806, -47.40319210332196","-22.57951678517915, -47.401929903321886","-22.580475691554344, -47.40089790332197","-22.584846397299902, -47.40154600332185","-22.58510799868975, -47.40267770496748","-22.587410185175106, -47.40572740332172","-22.589861690874507, -47.40632110332173","-22.59317768517219, -47.40699470332163","-22.595521790464407, -47.4083976033217","-22.59724849033937, -47.40811050332153","-22.598998590212503, -47.40689470332147","-22.60078279008317, -47.40674770332144","-22.601893690002647, -47.40657510332144","-22.606110589696968, -47.40934570332134","-22.60734367361294, -47.40847784155847","-22.60483938978911, -47.4073047033214","-22.611198889328097, -47.4099398033212","-22.6115852893001, -47.41165290332117","-22.61338368916966, -47.411122303321115","-22.614815689065793, -47.41129030332105","-22.615848188990913, -47.41077170332113","-22.619452788729536, -47.41168590332103","-22.620097388682755, -47.41349890332099","-22.618293785159285, -47.412839703321","-22.61664168893339, -47.411449503321094","-22.61372828914465, -47.412101103321014","-22.599171990199988, -47.41778270332159",,,,,,,,,,,,,,,,,,,,,,,,,
114,"-22.533309894966564, -47.38590000332308","-22.533480494954286, -47.39238230332296","-22.535230294827805, -47.39354770332295","-22.538402494598508, -47.39018770332295","-22.540685894433434, -47.388221503322974","-22.542174603453837, -47.3890735033228","-22.543252994247823, -47.38998240332278","-22.543975294195587, -47.39134170332281","-22.5445806941518, -47.392991603322855","-22.543606885197697, -47.3935078033229","-22.54266180338365, -47.395599203322824","-22.542071994333163, -47.398580503322954","-22.543379785197807, -47.39969130332285","-22.544068194188842, -47.39758210332281","-22.545574394079964, -47.39846190332275","-22.545822394062036, -47.4007128033227","-22.54687589398589, -47.40273350332274","-22.548256085195288, -47.401470703322644","-22.54716399396495, -47.39903160332268","-22.54804489390134, -47.39809190332269","-22.54977359377624, -47.39888133215829","-22.552224393599012, -47.3992374033226","-22.55479339341318, -47.399543503322484","-22.557780185190385, -47.401243603322435","-22.559472993074632, -47.402695303322425","-22.56070065242389, -47.403550749498514","-22.563631900360736, -47.399957103322414","-22.566288940185498, -47.39832165378955","-22.56567898518633, -47.402274903322265","-22.56916689237313, -47.405561903322315","-22.570487592277498, -47.40701340332208","-22.574174892010564, -47.40771790332201","-22.57724878518036, -47.405795103322","-22.577514491768778, -47.40336700332206","-22.579066185179414, -47.40220730332215","-22.578975585179517, -47.405450703321975","-22.57862369819794, -47.408469103321984","-22.58046879155491, -47.40895650332198","-22.589256285174162, -47.41342400332164","-22.592058490715342, -47.41486690332178","-22.59862179023981, -47.418572203321524","-22.59946439518925, -47.418185203321514","-22.601295290046078, -47.418668903321475","-22.602814385167274, -47.41772770332138","-22.603872485166672, -47.41735920332144","-22.60567418516579, -47.41625090332135","-22.61035838938893, -47.41511120332127","-22.61236248924373, -47.41463410332106","-22.613360385161783, -47.412298403321195","-22.615924985160436, -47.41137390332107","-22.617499888871116, -47.40955080332109","-22.61907108515885, -47.409780903321035","-22.62005708515836, -47.41003350332102","-22.620865588627037, -47.41022720332095","-22.621276785157693, -47.41240960332102","-22.62104328515783, -47.41356610332092","-22.620648378190733, -47.414829203320956",,,,,,,,,,,,,,,,
115,"-22.57176938518318, -47.37762270332219","-22.57045838518395, -47.375531903322255","-22.5684008924285, -47.376408503322175","-22.56595319260573, -47.37606730332218","-22.563749892765095, -47.37786030332232","-22.561890385188278, -47.37721480332231","-22.56022749302011, -47.37379997448673","-22.55757718519044, -47.37040880332241","-22.55622619330952, -47.37299600332259","-22.555559693357797, -47.3742729033225","-22.555112485191778, -47.37679410332257","-22.557559285190546, -47.3774106033225","-22.558776885189907, -47.37793640332236","-22.560853292974745, -47.37996930332247","-22.56115508518867, -47.38403330332232","-22.561980892893175, -47.384712303322395","-22.56252939285351, -47.38485630332232","-22.564845385186768, -47.38376610332245","-22.5651504926638, -47.38439340332226","-22.563248992801405, -47.38615640332241","-22.56204169288875, -47.3865103033223","-22.56098929296495, -47.38837170332242","-22.560523192998634, -47.390832603322394","-22.56084408518882, -47.39296240332234","-22.56079319297913, -47.396269774486704","-22.566289436714413, -47.398321660428984",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"-22.612679989220688, -47.42429330332116","-22.593059774233232, -47.430664803321704","-22.61090148934964, -47.420924703321155","-22.610408789385357, -47.42072310332118","-22.60880178950186, -47.42024790332124","-22.60749218959677, -47.419610603321324","-22.606750194136723, -47.42101730332127","-22.604365189823522, -47.42372940332137","-22.603109289914592, -47.42357760332153","-22.601940889999266, -47.423205903321495","-22.599810485168774, -47.422416803321475","-22.5981163953839, -47.421540174485926","-22.597796985169836, -47.4205144033216","-22.595959085170744, -47.421482203321574","-22.595331190478234, -47.42290090332166","-22.594896690509735, -47.42415110332152","-22.591997890719863, -47.43086840332167","-22.592448590687095, -47.43258570332149","-22.59060839082043, -47.43410200332169","-22.58962988517398, -47.43553920332178","-22.58862189096425, -47.43517970332178","-22.5865114911172, -47.43445860332186","-22.5875028910454, -47.43320410332168","-22.589610990892744, -47.431386903321695","-22.590639490818162, -47.42946200332183","-22.591188490778325, -47.42836660332174","-22.592004885172813, -47.42654190332169","-22.590130790855024, -47.43038640332177","-22.59093919642035, -47.42114140332173","-22.58956869089579, -47.41995720332183","-22.586953891085148, -47.41965090332189","-22.58295029137515, -47.419344703321876","-22.581926791449252, -47.419336503321944","-22.580548291549142, -47.41905760332198","-22.580875291525437, -47.41746900332205","-22.58219488517781, -47.41417700332191","-22.583320991348312, -47.4113829033219","-22.577320891782833, -47.40794757448645","-22.57928339164069, -47.405697603321954","-22.579553998063716, -47.40319210332196","-22.57952669162303, -47.401929903321886","-22.576727691825734, -47.401035203322074","-22.575009098719512, -47.40061680332211","-22.57441619199314, -47.40259343215768","-22.573869092032737, -47.4051828033221","-22.573617110780702, -47.406867992986996","-22.57358168518226, -47.40847450332211","-22.57096618518361, -47.4084298033222","-22.568225885185033, -47.40569113215779","-22.565688892624827, -47.402274903322265","-22.566289918711508, -47.39831896546516",,,,,,,,,,,,,,,,,,,,,,
400,"-22.566289918711508, -47.39831896546516","-22.565688892624827, -47.402274903322265","-22.57062105859683, -47.4099327101714","-22.572443685182822, -47.41191457448662","-22.583263385177254, -47.43073300332191","-22.58674689702557, -47.43463350332187","-22.592132885172745, -47.435754803321736","-22.592136190709727, -47.430964303321645","-22.59812669027568, -47.420690303321564","-22.590060785173765, -47.431843603321724","-22.604205589835118, -47.42414430332141","-22.60164029002103, -47.423249403321414","-22.60305108516712, -47.42372840332139","-22.604365189823522, -47.42371867448577","-22.60803098516455, -47.42217260332121","-22.612679989220688, -47.42429330332116","-22.59839969025591, -47.41767040332151","-22.61448686303585, -47.429154800822815","-22.61278593880831, -47.43146674713775","-22.612536090163438, -47.433613944915024","-22.61731336059404, -47.42641087756753","-22.62542618515557, -47.42818170332092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,"-22.566289918711508, -47.39831896546516","-22.561852385188317, -47.40218220332229","-22.560700878118556, -47.403548051771956","-22.559043007539955, -47.40722276157458","-22.555660393350493, -47.429773203322576","-22.556025193324015, -47.43903100332256","-22.558173985190248, -47.4421018033225","-22.561879592900464, -47.452490403322436",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,"-22.566289918711508, -47.39831896546516","-22.57255938518279, -47.402982803322125","-22.57686128518054, -47.40015550332213","-22.580475691554344, -47.40089790332197","-22.58483649123855, -47.40154600332185","-22.586613491109794, -47.40059750332174","-22.591494385173032, -47.39745310332159","-22.596808785170282, -47.397400003321614","-22.598274290264964, -47.397216903321514","-22.600088790133494, -47.396114803321424","-22.601915385167764, -47.40172500332146","-22.603093589915694, -47.4086279033215","-22.605441785165844, -47.40626990332141","-22.60603008970278, -47.40921300332142","-22.607359276965383, -47.4084717554566","-22.60483938978911, -47.4073047033214","-22.610943289346604, -47.40893890332115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,"-22.566289918711508, -47.39831896546516","-22.5676102070888, -47.3916599033223","-22.567429407127914, -47.39028600332216","-22.569477406685262, -47.38761970332219","-22.57192349217355, -47.385515603322105","-22.573447805827165, -47.3809825033221","-22.571789199184074, -47.37762270332219","-22.571570106232965, -47.37427810332222","-22.57274009904685, -47.37169380332209","-22.571741699190913, -47.369813103322116","-22.5717067062034, -47.368826503322246","-22.5708366993215, -47.36775380332208","-22.567708099772783, -47.36770590332229","-22.564955472649775, -47.367715924486774",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,"-22.566289918711508, -47.39831896546516","-22.577130405031063, -47.391492903322","-22.581697304043598, -47.387753603321904","-22.58011589798266, -47.381843203322006","-22.578252398251607, -47.377184674486294","-22.584265797383672, -47.37491300332194",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra,"-22.546075029429073, -47.387390365340444","-22.54340565032542, -47.404539187858006","-22.54523747197937, -47.421860797000896","-22.548315048654434, -47.428029316606946","-22.551993098743388, -47.43913076228923","-22.547129495060087, -47.44785293139764","-22.556147291245953, -47.45542311672542","-22.569899904049034, -47.45454514812537","-22.57753041917034, -47.45833169601202","-22.577369601655732, -47.45163758391784","-22.578169644068808, -47.4505455395516","-22.57961569768745, -47.45183818316854","-22.585270284759428, -47.43810801138166","-22.583719590367785, -47.43404973809928","-22.58651756389695, -47.43373213408044","-22.589648232041494, -47.43128392594199","-22.59472252179441, -47.43281834710999","-22.599814049728135, -47.43464662998134","-22.60470063016268, -47.42746593181368","-22.60403628346097, -47.4205392598892","-22.60996003509766, -47.42291807038463","-22.61521921114735, -47.420515965026695","-22.612685385509206, -47.41260094577404","-22.607765849718117, -47.41260094577404","-22.606442596189222, -47.40347858494001","-22.597574383915717, -47.400871680560996","-22.599753524150483, -47.39725886719869","-22.594919353182725, -47.38160020571413","-22.58821041288311, -47.38327709578567","-22.58869206002202, -47.37252002657164","-22.59030065626503, -47.367056195860236","-22.58082020956409, -47.36697641449632","-22.55955807929024, -47.366880072788526","-22.548055188665035, -47.3740892130256","-22.552848718329404, -47.379678846597386","-22.546211479069296, -47.38726477787339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
